2020-08-29,58749
2020-08-30,39878
2020-08-31,76870
2020-09-01,73483
2020-09-02,71199
2020-09-03,67618
2020-09-04,67005
2020-09-05,63570
2020-09-06,48238
2020-09-07,72772
2020-09-08,68044
2020-09-09,65642
2020-09-10,63473
2020-09-11,62330
2020-09-12,54228
2020-09-13,39662
2020-09-14,67187
2020-09-15,66591
2020-09-16,65837
2020-09-17,63188
2020-09-18,62313
2020-09-19,56029
2020-09-20,42928
2020-09-21,69579
2020-09-22,66896
2020-09-23,65520
2020-09-24,65165
2020-09-25,64796
2020-09-26,60503
2020-09-27,43388
2020-09-28,73763
2020-09-29,70802
2020-09-30,70622
2020-10-01,69353
2020-10-02,69345
2020-10-03,63468
2020-10-04,45782
2020-10-05,77458
2020-10-06,75146
2020-10-07,73789
2020-10-08,73251
2020-10-09,73520
2020-10-10,67810
2020-10-11,48546
2020-10-12,80143
2020-10-13,78373
2020-10-14,76308
2020-10-15,79858
2020-10-16,79916
2020-10-17,73253
2020-10-18,53458
2020-10-19,82930
2020-10-20,80276
2020-10-21,78965
2020-10-22,80313
2020-10-23,81414
2020-10-24,68240
2020-10-25,58717
2020-10-26,84776
2020-10-27,82497
2020-10-28,78546
2020-10-29,61780
2020-10-30,83665
2020-10-31,71732
